performance_id,composer,piece_id,title,source,performance_audio_external,performance_MIDI_external,MIDI_score_external,folder,performance_audio,performance_MIDI,MIDI_score,split
R_11,Chopin,192,CPM_Etudes_Opus_25_3,MAPS,{MAPS}/ENSTDkAm/MUS/MAPS_MUS-chpn_op25_e3_ENSTDkAm.wav,{A_MAPS}/MAPS_MUS-chpn_op25_e3_ENSTDkAm.mid,{A_MAPS}/MAPS_MUS-chpn_op25_e3_ENSTDkAm.mid,subset_R/Chopin/192_CPM_Etudes_Opus_25_3,R_11_MAPS.wav,R_11_A_MAPS_chpn_op25_e3_ENSTDkAm.mid,R_11_A_MAPS_chpn_op25_e3_ENSTDkAm.mid,testing
R_12,Chopin,193,CPM_Etudes_Opus_25_4,MAPS,{MAPS}/ENSTDkAm/MUS/MAPS_MUS-chpn_op25_e4_ENSTDkAm.wav,{A_MAPS}/MAPS_MUS-chpn_op25_e4_ENSTDkAm.mid,{A_MAPS}/MAPS_MUS-chpn_op25_e4_ENSTDkAm.mid,subset_R/Chopin/193_CPM_Etudes_Opus_25_4,R_12_MAPS.wav,R_12_A_MAPS_chpn_op25_e4_ENSTDkAm.mid,R_12_A_MAPS_chpn_op25_e4_ENSTDkAm.mid,testing
R_13,Chopin,227,CPM_4_Mazurkas_Opus_33_2,MAPS,{MAPS}/ENSTDkAm/MUS/MAPS_MUS-chpn_op33_2_ENSTDkAm.wav,{A_MAPS}/MAPS_MUS-chpn_op33_2_ENSTDkAm.mid,{A_MAPS}/MAPS_MUS-chpn_op33_2_ENSTDkAm.mid,subset_R/Chopin/227_CPM_4_Mazurkas_Opus_33_2,R_13_MAPS.wav,R_13_A_MAPS_chpn_op33_2_ENSTDkAm.mid,R_13_A_MAPS_chpn_op33_2_ENSTDkAm.mid,testing
R_14,Chopin,229,CPM_Piano_sonata_No.2_Bb_minor_Opus_35_1,MAPS,{MAPS}/ENSTDkAm/MUS/MAPS_MUS-chpn_op35_1_ENSTDkAm.wav,{A_MAPS}/MAPS_MUS-chpn_op35_1_ENSTDkAm.mid,{A_MAPS}/MAPS_MUS-chpn_op35_1_ENSTDkAm.mid,subset_R/Chopin/229_CPM_Piano_sonata_No.2_Bb_minor_Opus_35_1,R_14_MAPS.wav,R_14_A_MAPS_chpn_op35_1_ENSTDkAm.mid,R_14_A_MAPS_chpn_op35_1_ENSTDkAm.mid,testing
R_15,Chopin,236,CPM_Fantaisie_Impromptu_Opus_66,MAPS,{MAPS}/ENSTDkAm/MUS/MAPS_MUS-chpn_op66_ENSTDkAm.wav,{A_MAPS}/MAPS_MUS-chpn_op66_ENSTDkAm.mid,{A_MAPS}/MAPS_MUS-chpn_op66_ENSTDkAm.mid,subset_R/Chopin/236_CPM_Fantaisie_Impromptu_Opus_66,R_15_MAPS.wav,R_15_A_MAPS_chpn_op66_ENSTDkAm.mid,R_15_A_MAPS_chpn_op66_ENSTDkAm.mid,testing
R_16,Chopin,170,CPM_5_Mazurkas_Opus_7_1,MAPS,{MAPS}/ENSTDkAm/MUS/MAPS_MUS-chpn_op7_1_ENSTDkAm.wav,{A_MAPS}/MAPS_MUS-chpn_op7_1_ENSTDkAm.mid,{A_MAPS}/MAPS_MUS-chpn_op7_1_ENSTDkAm.mid,subset_R/Chopin/170_CPM_5_Mazurkas_Opus_7_1,R_16_MAPS.wav,R_16_A_MAPS_chpn_op7_1_ENSTDkAm.mid,R_16_A_MAPS_chpn_op7_1_ENSTDkAm.mid,testing
R_17,Debussy,258,CPM_Suite_bergamasque_Clair_de_Lune,MAPS,{MAPS}/ENSTDkCl/MUS/MAPS_MUS-deb_clai_ENSTDkCl.wav,{A_MAPS}/MAPS_MUS-deb_clai_ENSTDkCl.mid,{A_MAPS}/MAPS_MUS-deb_clai_ENSTDkCl.mid,subset_R/Debussy/258_CPM_Suite_bergamasque_Clair_de_Lune,R_17_MAPS.wav,R_17_A_MAPS_deb_clai_ENSTDkCl.mid,R_17_A_MAPS_deb_clai_ENSTDkCl.mid,testing
R_18,Debussy,257,CPM_Suite_bergamasque_Menuet,MAPS,{MAPS}/ENSTDkCl/MUS/MAPS_MUS-deb_menu_ENSTDkCl.wav,{A_MAPS}/MAPS_MUS-deb_menu_ENSTDkCl.mid,{A_MAPS}/MAPS_MUS-deb_menu_ENSTDkCl.mid,subset_R/Debussy/257_CPM_Suite_bergamasque_Menuet,R_18_MAPS.wav,R_18_A_MAPS_deb_menu_ENSTDkCl.mid,R_18_A_MAPS_deb_menu_ENSTDkCl.mid,testing
R_19,Grieg,277,CPM_Lyric_Pieces_Book_III_Opus_43_1_Butterfly,MAPS,{MAPS}/ENSTDkAm/MUS/MAPS_MUS-grieg_butterfly_ENSTDkAm.wav,{A_MAPS}/MAPS_MUS-grieg_butterfly_ENSTDkAm.mid,{A_MAPS}/MAPS_MUS-grieg_butterfly_ENSTDkAm.mid,subset_R/Grieg/277_CPM_Lyric_Pieces_Book_III_Opus_43_1_Butterfly,R_19_MAPS.wav,R_19_A_MAPS_grieg_butterfly_ENSTDkAm.mid,R_19_A_MAPS_grieg_butterfly_ENSTDkAm.mid,testing
R_20,Grieg,277,CPM_Lyric_Pieces_Book_III_Opus_43_1_Butterfly,MAPS,{MAPS}/ENSTDkCl/MUS/MAPS_MUS-grieg_butterfly_ENSTDkCl.wav,{A_MAPS}/MAPS_MUS-grieg_butterfly_ENSTDkCl.mid,{A_MAPS}/MAPS_MUS-grieg_butterfly_ENSTDkCl.mid,subset_R/Grieg/277_CPM_Lyric_Pieces_Book_III_Opus_43_1_Butterfly,R_20_MAPS.wav,R_20_A_MAPS_grieg_butterfly_ENSTDkCl.mid,R_20_A_MAPS_grieg_butterfly_ENSTDkCl.mid,testing
R_21,Grieg,287,CPM_Lyric_Pieces_Book_X_Opus_71_3_Puck,MAPS,{MAPS}/ENSTDkAm/MUS/MAPS_MUS-grieg_kobold_ENSTDkAm.wav,{A_MAPS}/MAPS_MUS-grieg_kobold_ENSTDkAm.mid,{A_MAPS}/MAPS_MUS-grieg_kobold_ENSTDkAm.mid,subset_R/Grieg/287_CPM_Lyric_Pieces_Book_X_Opus_71_3_Puck,R_21_MAPS.wav,R_21_A_MAPS_grieg_kobold_ENSTDkAm.mid,R_21_A_MAPS_grieg_kobold_ENSTDkAm.mid,testing
R_22,Liszt,331,CPM_Grandes_Etudes_de_Paganini_6,MAPS,{MAPS}/ENSTDkCl/MUS/MAPS_MUS-liz_et6_ENSTDkCl.wav,{A_MAPS}/MAPS_MUS-liz_et6_ENSTDkCl.mid,{A_MAPS}/MAPS_MUS-liz_et6_ENSTDkCl.mid,subset_R/Liszt/331_CPM_Grandes_Etudes_de_Paganini_6,R_22_MAPS.wav,R_22_A_MAPS_liz_et6_ENSTDkCl.mid,R_22_A_MAPS_liz_et6_ENSTDkCl.mid,testing
R_23,Liszt,345,CPM_Etudes_d'execution_transcendante_5_Feux_Follets,MAPS,{MAPS}/ENSTDkCl/MUS/MAPS_MUS-liz_et_trans5_ENSTDkCl.wav,{A_MAPS}/MAPS_MUS-liz_et_trans5_ENSTDkCl.mid,{A_MAPS}/MAPS_MUS-liz_et_trans5_ENSTDkCl.mid,subset_R/Liszt/345_CPM_Etudes_d_execution_transcendante_5_Feux_Follets,R_23_MAPS.wav,R_23_A_MAPS_liz_et_trans5_ENSTDkCl.mid,R_23_A_MAPS_liz_et_trans5_ENSTDkCl.mid,testing
R_24,Liszt,335,CPM_19_Hungarian_Rhapsodies_2,MAPS,{MAPS}/ENSTDkAm/MUS/MAPS_MUS-liz_rhap02_ENSTDkAm.wav,{A_MAPS}/MAPS_MUS-liz_rhap02_ENSTDkAm.mid,{A_MAPS}/MAPS_MUS-liz_rhap02_ENSTDkAm.mid,subset_R/Liszt/335_CPM_19_Hungarian_Rhapsodies_2,R_24_MAPS.wav,R_24_A_MAPS_liz_rhap02_ENSTDkAm.mid,R_24_A_MAPS_liz_rhap02_ENSTDkAm.mid,testing
R_25,Liszt,337,CPM_19_Hungarian_Rhapsodies_9_Carnival_in_Pest,MAPS,{MAPS}/ENSTDkAm/MUS/MAPS_MUS-liz_rhap09_ENSTDkAm.wav,{A_MAPS}/MAPS_MUS-liz_rhap09_ENSTDkAm.mid,{A_MAPS}/MAPS_MUS-liz_rhap09_ENSTDkAm.mid,subset_R/Liszt/337_CPM_19_Hungarian_Rhapsodies_9_Carnival_in_Pest,R_25_MAPS.wav,R_25_A_MAPS_liz_rhap09_ENSTDkAm.mid,R_25_A_MAPS_liz_rhap09_ENSTDkAm.mid,testing
R_26,Liszt,337,CPM_19_Hungarian_Rhapsodies_9_Carnival_in_Pest,MAPS,{MAPS}/ENSTDkCl/MUS/MAPS_MUS-liz_rhap09_ENSTDkCl.wav,{A_MAPS}/MAPS_MUS-liz_rhap09_ENSTDkCl.mid,{A_MAPS}/MAPS_MUS-liz_rhap09_ENSTDkCl.mid,subset_R/Liszt/337_CPM_19_Hungarian_Rhapsodies_9_Carnival_in_Pest,R_26_MAPS.wav,R_26_A_MAPS_liz_rhap09_ENSTDkCl.mid,R_26_A_MAPS_liz_rhap09_ENSTDkCl.mid,testing
R_27,Liszt,333,CPM_19_Hungarian_Rhapsodies_12,MAPS,{MAPS}/ENSTDkAm/MUS/MAPS_MUS-liz_rhap12_ENSTDkAm.wav,{A_MAPS}/MAPS_MUS-liz_rhap12_ENSTDkAm.mid,{A_MAPS}/MAPS_MUS-liz_rhap12_ENSTDkAm.mid,subset_R/Liszt/333_CPM_19_Hungarian_Rhapsodies_12,R_27_MAPS.wav,R_27_A_MAPS_liz_rhap12_ENSTDkAm.mid,R_27_A_MAPS_liz_rhap12_ENSTDkAm.mid,testing
R_28,Mendelssohn,362,CPM_Songs_withoug_Words_Book_5_Opus_62_5_Venetian_Gondola_Song,MAPS,{MAPS}/ENSTDkAm/MUS/MAPS_MUS-mendel_op62_5_ENSTDkAm.wav,{A_MAPS}/MAPS_MUS-mendel_op62_5_ENSTDkAm.mid,{A_MAPS}/MAPS_MUS-mendel_op62_5_ENSTDkAm.mid,subset_R/Mendelssohn/362_CPM_Songs_withoug_Words_Book_5_Opus_62_5_Venetian_Gondola_Song,R_28_MAPS.wav,R_28_A_MAPS_mendel_op62_5_ENSTDkAm.mid,R_28_A_MAPS_mendel_op62_5_ENSTDkAm.mid,testing
R_29,Mussorgsky,387,CPM_Pictures_at_an_Exhibition_Promenade_Gnomus,MAPS,{MAPS}/ENSTDkAm/MUS/MAPS_MUS-muss_1_ENSTDkAm.wav,{A_MAPS}/MAPS_MUS-muss_1_ENSTDkAm.mid,{A_MAPS}/MAPS_MUS-muss_1_ENSTDkAm.mid,subset_R/Mussorgsky/387_CPM_Pictures_at_an_Exhibition_Promenade_Gnomus,R_29_MAPS.wav,R_29_A_MAPS_muss_1_ENSTDkAm.mid,R_29_A_MAPS_muss_1_ENSTDkAm.mid,testing
R_30,Mozart,365,CPM_Sonata_No.8_D_major_KV_311_1,MAPS,{MAPS}/ENSTDkCl/MUS/MAPS_MUS-mz_311_1_ENSTDkCl.wav,{A_MAPS}/MAPS_MUS-mz_311_1_ENSTDkCl.mid,{A_MAPS}/MAPS_MUS-mz_311_1_ENSTDkCl.mid,subset_R/Mozart/365_CPM_Sonata_No.8_D_major_KV_311_1,R_30_MAPS.wav,R_30_A_MAPS_mz_311_1_ENSTDkCl.mid,R_30_A_MAPS_mz_311_1_ENSTDkCl.mid,testing
R_31,Mozart,372,CPM_Sonata_No.11_A_major_KV_331_2,MAPS,{MAPS}/ENSTDkCl/MUS/MAPS_MUS-mz_331_2_ENSTDkCl.wav,{A_MAPS}/MAPS_MUS-mz_331_2_ENSTDkCl.mid,{A_MAPS}/MAPS_MUS-mz_331_2_ENSTDkCl.mid,subset_R/Mozart/372_CPM_Sonata_No.11_A_major_KV_331_2,R_31_MAPS.wav,R_31_A_MAPS_mz_331_2_ENSTDkCl.mid,R_31_A_MAPS_mz_331_2_ENSTDkCl.mid,testing
R_32,Mozart,373,CPM_Sonata_No.11_A_major_KV_331_3_Alla_Turca,MAPS,{MAPS}/ENSTDkCl/MUS/MAPS_MUS-mz_331_3_ENSTDkCl.wav,{A_MAPS}/MAPS_MUS-mz_331_3_ENSTDkCl.mid,{A_MAPS}/MAPS_MUS-mz_331_3_ENSTDkCl.mid,subset_R/Mozart/373_CPM_Sonata_No.11_A_major_KV_331_3_Alla_Turca,R_32_MAPS.wav,R_32_A_MAPS_mz_331_3_ENSTDkCl.mid,R_32_A_MAPS_mz_331_3_ENSTDkCl.mid,testing
R_33,Mozart,375,CPM_Sonata_No.12_F_major_KV_332_2,MAPS,{MAPS}/ENSTDkCl/MUS/MAPS_MUS-mz_332_2_ENSTDkCl.wav,{A_MAPS}/MAPS_MUS-mz_332_2_ENSTDkCl.mid,{A_MAPS}/MAPS_MUS-mz_332_2_ENSTDkCl.mid,subset_R/Mozart/375_CPM_Sonata_No.12_F_major_KV_332_2,R_33_MAPS.wav,R_33_A_MAPS_mz_332_2_ENSTDkCl.mid,R_33_A_MAPS_mz_332_2_ENSTDkCl.mid,testing
R_34,Mozart,378,CPM_Sonata_No.13_Bb_major_KV_333_2,MAPS,{MAPS}/ENSTDkCl/MUS/MAPS_MUS-mz_333_2_ENSTDkCl.wav,{A_MAPS}/MAPS_MUS-mz_333_2_ENSTDkCl.mid,{A_MAPS}/MAPS_MUS-mz_333_2_ENSTDkCl.mid,subset_R/Mozart/378_CPM_Sonata_No.13_Bb_major_KV_333_2,R_34_MAPS.wav,R_34_A_MAPS_mz_333_2_ENSTDkCl.mid,R_34_A_MAPS_mz_333_2_ENSTDkCl.mid,testing
R_35,Mozart,379,CPM_Sonata_No.13_Bb_major_KV_333_3,MAPS,{MAPS}/ENSTDkCl/MUS/MAPS_MUS-mz_333_3_ENSTDkCl.wav,{A_MAPS}/MAPS_MUS-mz_333_3_ENSTDkCl.mid,{A_MAPS}/MAPS_MUS-mz_333_3_ENSTDkCl.mid,subset_R/Mozart/379_CPM_Sonata_No.13_Bb_major_KV_333_3,R_35_MAPS.wav,R_35_A_MAPS_mz_333_3_ENSTDkCl.mid,R_35_A_MAPS_mz_333_3_ENSTDkCl.mid,testing
R_36,Mozart,382,CPM_Sonata_No.16_C_major_Sonata_facile_KV_545_3,MAPS,{MAPS}/ENSTDkCl/MUS/MAPS_MUS-mz_545_3_ENSTDkCl.wav,{A_MAPS}/MAPS_MUS-mz_545_3_ENSTDkCl.mid,{A_MAPS}/MAPS_MUS-mz_545_3_ENSTDkCl.mid,subset_R/Mozart/382_CPM_Sonata_No.16_C_major_Sonata_facile_KV_545_3,R_36_MAPS.wav,R_36_A_MAPS_mz_545_3_ENSTDkCl.mid,R_36_A_MAPS_mz_545_3_ENSTDkCl.mid,testing
R_37,Mozart,383,CPM_Sonata_No.17_Bb_major_KV_570_1,MAPS,{MAPS}/ENSTDkCl/MUS/MAPS_MUS-mz_570_1_ENSTDkCl.wav,{A_MAPS}/MAPS_MUS-mz_570_1_ENSTDkCl.mid,{A_MAPS}/MAPS_MUS-mz_570_1_ENSTDkCl.mid,subset_R/Mozart/383_CPM_Sonata_No.17_Bb_major_KV_570_1,R_37_MAPS.wav,R_37_A_MAPS_mz_570_1_ENSTDkCl.mid,R_37_A_MAPS_mz_570_1_ENSTDkCl.mid,testing
R_38,Beethoven,136,CPM_Sonata_No.8_C_minor_Opus_13_1,MAPS,{MAPS}/ENSTDkCl/MUS/MAPS_MUS-pathetique_1_ENSTDkCl.wav,{A_MAPS}/MAPS_MUS-pathetique_1_ENSTDkCl.mid,{A_MAPS}/MAPS_MUS-pathetique_1_ENSTDkCl.mid,subset_R/Beethoven/136_CPM_Sonata_No.8_C_minor_Opus_13_1,R_38_MAPS.wav,R_38_A_MAPS_pathetique_1_ENSTDkCl.mid,R_38_A_MAPS_pathetique_1_ENSTDkCl.mid,testing
R_39,Beethoven,137,CPM_Sonata_No.8_C_minor_Opus_13_2,MAPS,{MAPS}/ENSTDkAm/MUS/MAPS_MUS-pathetique_2_ENSTDkAm.wav,{A_MAPS}/MAPS_MUS-pathetique_2_ENSTDkAm.mid,{A_MAPS}/MAPS_MUS-pathetique_2_ENSTDkAm.mid,subset_R/Beethoven/137_CPM_Sonata_No.8_C_minor_Opus_13_2,R_39_MAPS.wav,R_39_A_MAPS_pathetique_2_ENSTDkAm.mid,R_39_A_MAPS_pathetique_2_ENSTDkAm.mid,testing
R_40,Beethoven,138,CPM_Sonata_No.8_C_minor_Opus_13_3,MAPS,{MAPS}/ENSTDkAm/MUS/MAPS_MUS-pathetique_3_ENSTDkAm.wav,{A_MAPS}/MAPS_MUS-pathetique_3_ENSTDkAm.mid,{A_MAPS}/MAPS_MUS-pathetique_3_ENSTDkAm.mid,subset_R/Beethoven/138_CPM_Sonata_No.8_C_minor_Opus_13_3,R_40_MAPS.wav,R_40_A_MAPS_pathetique_3_ENSTDkAm.mid,R_40_A_MAPS_pathetique_3_ENSTDkAm.mid,testing
R_41,Schubert,436,CPM_Piano_Sonata_in_A_minor_D_784_Opus_143_1,MAPS,{MAPS}/ENSTDkAm/MUS/MAPS_MUS-schu_143_1_ENSTDkAm.wav,{A_MAPS}/MAPS_MUS-schu_143_1_ENSTDkAm.mid,{A_MAPS}/MAPS_MUS-schu_143_1_ENSTDkAm.mid,subset_R/Schubert/436_CPM_Piano_Sonata_in_A_minor_D_784_Opus_143_1,R_41_MAPS.wav,R_41_A_MAPS_schu_143_1_ENSTDkAm.mid,R_41_A_MAPS_schu_143_1_ENSTDkAm.mid,testing
R_42,Schubert,438,CPM_Piano_Sonata_in_A_minor_D_784_Opus_143_3,MAPS,{MAPS}/ENSTDkCl/MUS/MAPS_MUS-schu_143_3_ENSTDkCl.wav,{A_MAPS}/MAPS_MUS-schu_143_3_ENSTDkCl.mid,{A_MAPS}/MAPS_MUS-schu_143_3_ENSTDkCl.mid,subset_R/Schubert/438_CPM_Piano_Sonata_in_A_minor_D_784_Opus_143_3,R_42_MAPS.wav,R_42_A_MAPS_schu_143_3_ENSTDkCl.mid,R_42_A_MAPS_schu_143_3_ENSTDkCl.mid,testing
R_43,Schubert,449,CPM_Fantasia_C_major_Wanderer_D_760_Opus_15_3,MAPS,{MAPS}/ENSTDkAm/MUS/MAPS_MUS-schub_d760_3_ENSTDkAm.wav,{A_MAPS}/MAPS_MUS-schub_d760_3_ENSTDkAm.mid,{A_MAPS}/MAPS_MUS-schub_d760_3_ENSTDkAm.mid,subset_R/Schubert/449_CPM_Fantasia_C_major_Wanderer_D_760_Opus_15_3,R_43_MAPS.wav,R_43_A_MAPS_schub_d760_3_ENSTDkAm.mid,R_43_A_MAPS_schub_d760_3_ENSTDkAm.mid,testing
R_44,Schubert,418,CPM_4_Impromptus_D_899_Opus_90_1,MAPS,{MAPS}/ENSTDkCl/MUS/MAPS_MUS-schuim-1_ENSTDkCl.wav,{A_MAPS}/MAPS_MUS-schuim-1_ENSTDkCl.mid,{A_MAPS}/MAPS_MUS-schuim-1_ENSTDkCl.mid,subset_R/Schubert/418_CPM_4_Impromptus_D_899_Opus_90_1,R_44_MAPS.wav,R_44_A_MAPS_schuim-1_ENSTDkCl.mid,R_44_A_MAPS_schuim-1_ENSTDkCl.mid,testing
R_45,Schubert,426,CPM_6_Moments_musicaux_D_780_Opus_94_1,MAPS,{MAPS}/ENSTDkAm/MUS/MAPS_MUS-schumm-1_ENSTDkAm.wav,{A_MAPS}/MAPS_MUS-schumm-1_ENSTDkAm.mid,{A_MAPS}/MAPS_MUS-schumm-1_ENSTDkAm.mid,subset_R/Schubert/426_CPM_6_Moments_musicaux_D_780_Opus_94_1,R_45_MAPS.wav,R_45_A_MAPS_schumm-1_ENSTDkAm.mid,R_45_A_MAPS_schumm-1_ENSTDkAm.mid,testing
R_46,Schumann,463,CPM_Scenes_From_Childhood_Opus_15_11_Hobgoblin,MAPS,{MAPS}/ENSTDkAm/MUS/MAPS_MUS-scn15_11_ENSTDkAm.wav,{A_MAPS}/MAPS_MUS-scn15_11_ENSTDkAm.mid,{A_MAPS}/MAPS_MUS-scn15_11_ENSTDkAm.mid,subset_R/Schumann/463_CPM_Scenes_From_Childhood_Opus_15_11_Hobgoblin,R_46_MAPS.wav,R_46_A_MAPS_scn15_11_ENSTDkAm.mid,R_46_A_MAPS_scn15_11_ENSTDkAm.mid,testing
R_47,Schumann,463,CPM_Scenes_From_Childhood_Opus_15_11_Hobgoblin,MAPS,{MAPS}/ENSTDkCl/MUS/MAPS_MUS-scn15_11_ENSTDkCl.wav,{A_MAPS}/MAPS_MUS-scn15_11_ENSTDkCl.mid,{A_MAPS}/MAPS_MUS-scn15_11_ENSTDkCl.mid,subset_R/Schumann/463_CPM_Scenes_From_Childhood_Opus_15_11_Hobgoblin,R_47_MAPS.wav,R_47_A_MAPS_scn15_11_ENSTDkCl.mid,R_47_A_MAPS_scn15_11_ENSTDkCl.mid,testing
R_48,Schumann,464,CPM_Scenes_From_Childhood_Opus_15_12_In_Slumberland,MAPS,{MAPS}/ENSTDkCl/MUS/MAPS_MUS-scn15_12_ENSTDkCl.wav,{A_MAPS}/MAPS_MUS-scn15_12_ENSTDkCl.mid,{A_MAPS}/MAPS_MUS-scn15_12_ENSTDkCl.mid,subset_R/Schumann/464_CPM_Scenes_From_Childhood_Opus_15_12_In_Slumberland,R_48_MAPS.wav,R_48_A_MAPS_scn15_12_ENSTDkCl.mid,R_48_A_MAPS_scn15_12_ENSTDkCl.mid,testing
R_49,Schumann,458,CPM_Scenes_From_Childhood_Opus_15_6_Great_Adventure,MAPS,{MAPS}/ENSTDkAm/MUS/MAPS_MUS-scn15_6_ENSTDkAm.wav,{A_MAPS}/MAPS_MUS-scn15_6_ENSTDkAm.mid,{A_MAPS}/MAPS_MUS-scn15_6_ENSTDkAm.mid,subset_R/Schumann/458_CPM_Scenes_From_Childhood_Opus_15_6_Great_Adventure,R_49_MAPS.wav,R_49_A_MAPS_scn15_6_ENSTDkAm.mid,R_49_A_MAPS_scn15_6_ENSTDkAm.mid,testing
