id,composer,split,ASAP_title,CPM_title
82,Beethoven,training,,Sonata_No.11_Bb_major_Opus_22_4
83,Beethoven,training,Piano_Sonatas_12-1,
84,Beethoven,validation,Piano_Sonatas_13-4,
85,Beethoven,validation,,Sonata_No.14_C#_minor_Moonlight_Opus_27_2_1
86,Beethoven,training,,Sonata_No.14_C#_minor_Moonlight_Opus_27_2_2
87,Beethoven,training,Piano_Sonatas_14-3,Sonata_No.14_C#_minor_Moonlight_Opus_27_2_3
88,Beethoven,training,Piano_Sonatas_15-1,
89,Beethoven,training,Piano_Sonatas_15-4,
90,Beethoven,training,Piano_Sonatas_16-1,
91,Beethoven,validation,Piano_Sonatas_16-2,
92,Beethoven,testing,Piano_Sonatas_17-1,
93,Beethoven,validation,Piano_Sonatas_17-2,
94,Beethoven,training,Piano_Sonatas_17-3,
95,Beethoven,training,Piano_Sonatas_18-1,
96,Beethoven,training,Piano_Sonatas_18-2,
97,Beethoven,training,Piano_Sonatas_18-3,
98,Beethoven,validation,Piano_Sonatas_18-4,
99,Beethoven,training,Piano_Sonatas_2-1,
100,Beethoven,testing,Piano_Sonatas_21-1,Sonata_No.21_C_major_Waldstein_Opus_53_1
101,Beethoven,training,Piano_Sonatas_21-2,Sonata_No.21_C_major_Waldstein_Opus_53_2
102,Beethoven,training,Piano_Sonatas_21-3,Sonata_No.21_C_major_Waldstein_Opus_53_3
103,Beethoven,training,Piano_Sonatas_22-1,
104,Beethoven,testing,Piano_Sonatas_22-2,
105,Beethoven,training,Piano_Sonatas_23-1,Sonata_No.23_F_minor_Appassionata_Opus_57_1
106,Beethoven,training,,Sonata_No.23_F_minor_Appassionata_Opus_57_2
107,Beethoven,training,,Sonata_No.23_F_minor_Appassionata_Opus_57_3
108,Beethoven,training,Piano_Sonatas_24-1,
109,Beethoven,training,Piano_Sonatas_24-2,
110,Beethoven,training,Piano_Sonatas_26-1,Sonata_No.26_Eb_major_Les_Adieux_Opus_81a_1
111,Beethoven,training,Piano_Sonatas_26-2,Sonata_No.26_Eb_major_Les_Adieux_Opus_81a_2
112,Beethoven,training,Piano_Sonatas_26-3,Sonata_No.26_Eb_major_Les_Adieux_Opus_81a_3
113,Beethoven,training,Piano_Sonatas_27-1,Sonata_No.27_E_minor_Opus_90_1
114,Beethoven,training,Piano_Sonatas_27-2,Sonata_No.27_E_minor_Opus_90_2
115,Beethoven,validation,Piano_Sonatas_28-1,
116,Beethoven,training,Piano_Sonatas_28-2,
117,Beethoven,training,,Sonata_No.29_Bb_major_Hammerklavier_Opus_106_1
118,Beethoven,validation,Piano_Sonatas_29-2,Sonata_No.29_Bb_major_Hammerklavier_Opus_106_2
119,Beethoven,training,Piano_Sonatas_29-3,Sonata_No.29_Bb_major_Hammerklavier_Opus_106_3
120,Beethoven,training,Piano_Sonatas_29-4,Sonata_No.29_Bb_major_Hammerklavier_Opus_106_4
121,Beethoven,training,Piano_Sonatas_3-1,
122,Beethoven,training,Piano_Sonatas_3-2,
123,Beethoven,training,Piano_Sonatas_30-1,
124,Beethoven,training,Piano_Sonatas_31-1,
125,Beethoven,training,Piano_Sonatas_31-2,
126,Beethoven,training,Piano_Sonatas_31-3_4,
127,Beethoven,training,Piano_Sonatas_32-1,
128,Beethoven,training,Piano_Sonatas_4-1,
129,Beethoven,training,Piano_Sonatas_5-1,Sonata_No.5_C_major_Opus_10_1_1
130,Beethoven,training,,Sonata_No.5_C_major_Opus_10_1_2
131,Beethoven,training,,Sonata_No.5_C_major_Opus_10_1_3
132,Beethoven,training,Piano_Sonatas_7-1,
133,Beethoven,training,Piano_Sonatas_7-2,
134,Beethoven,validation,Piano_Sonatas_7-3,
135,Beethoven,training,Piano_Sonatas_7-4,
136,Beethoven,testing,Piano_Sonatas_8-1,Sonata_No.8_C_minor_Opus_13_1
137,Beethoven,testing,Piano_Sonatas_8-2,Sonata_No.8_C_minor_Opus_13_2
138,Beethoven,testing,Piano_Sonatas_8-3,Sonata_No.8_C_minor_Opus_13_3
139,Beethoven,training,Piano_Sonatas_9-1,
140,Beethoven,training,Piano_Sonatas_9-2,
141,Beethoven,training,Piano_Sonatas_9-3,
142,Beethoven,training,,For_Elise
143,Borodin,training,,Petite_Suite_In_the_monastery
144,Borodin,training,,Petite_Suite_Intermezzo
145,Borodin,training,,Petite_Suite_Mazurka_Allegro
146,Borodin,training,,Petite_Suite_Mazurka_Allegretto
147,Borodin,validation,,Petite_Suite_Reverie
148,Borodin,testing,,Petite_Suite_Serenade
149,Borodin,training,,Petite_Suite_Nocrne
150,Brahms,validation,,Sonata_C_major_Opus_1_1
151,Brahms,training,,Sonata_C_major_Opus_1_2
152,Brahms,validation,,Sonata_C_major_Opus_1_3
153,Brahms,validation,,Sonata_C_major_Opus_1_4
154,Brahms,training,,7_Fantasia_Opus_116_2
155,Brahms,training,,7_Fantasia_Opus_116_5
156,Brahms,training,,7_Fantasia_Opus_116_6
157,Brahms,training,,3_Intermezzi_Opus_117_1
158,Brahms,training,,3_Intermezzi_Opus_117_2
159,Brahms,training,Six_Pieces_op_118_2,
160,Brahms,training,,4_Piano_pieces_Opus_119_Rhapsodie
161,Burgmueller,training,,Etudes_Opus_109_The_pearis
162,Burgmueller,training,,Etudes_Opus_109_The_Fountain
163,Burgmueller,training,,Etudes_Opus_109_Agitato
164,Burgmueller,validation,,Etudes_Opus_109_Velocity
165,Burgmueller,training,,Etudes_Opus_109_Awaking_in_the_woods
166,Burgmueller,training,,Etudes_Opus_109_Thunderstorm
167,Burgmueller,training,,Etudes_Opus_109_The_sylphs
168,Burgmueller,training,,Etudes_Opus_109_Separation
169,Burgmueller,training,,Etudes_Opus_109_Spinning_Song
170,Chopin,testing,,5_Mazurkas_Opus_7_1
171,Chopin,training,,5_Mazurkas_Opus_7_2
172,Chopin,training,Ballades_1,Ballad_G_minor_Opus_23
173,Chopin,training,Ballades_2,
174,Chopin,training,Ballades_3,
175,Chopin,training,Ballades_4,
176,Chopin,training,Barcarolle,
177,Chopin,training,Berceuse_op_57,
178,Chopin,training,Etudes_op_10_1,Etudes_Opus_10_1
179,Chopin,training,Etudes_op_10_10,
180,Chopin,training,Etudes_op_10_12,Etudes_Opus_10_12_Revolutionary
181,Chopin,training,Etudes_op_10_2,
182,Chopin,training,Etudes_op_10_3,
183,Chopin,training,Etudes_op_10_4,
184,Chopin,training,Etudes_op_10_5,Etudes_Opus_10_5_Black_Key
185,Chopin,training,Etudes_op_10_7,
186,Chopin,training,Etudes_op_10_8,
187,Chopin,training,Etudes_op_25_1,Etudes_Opus_25_1_Harp_etude
188,Chopin,training,Etudes_op_25_10,
189,Chopin,training,Etudes_op_25_11,Etudes_Opus_25_11_Winter_Wind
190,Chopin,training,Etudes_op_25_12,Etudes_Opus_25_12
191,Chopin,training,Etudes_op_25_2,Etudes_Opus_25_2
192,Chopin,testing,,Etudes_Opus_25_3
193,Chopin,testing,Etudes_op_25_4,Etudes_Opus_25_4
194,Chopin,training,Etudes_op_25_5,
195,Chopin,training,Etudes_op_25_8,
196,Chopin,training,,Grande_Valse_Brillante_Opus_18
197,Chopin,training,,2_Nocturnes_Opus_27_1
198,Chopin,training,,2_Nocturnes_Opus_27_2
199,Chopin,training,,Preludes_Opus_28_1
200,Chopin,training,,Preludes_Opus_28_2
201,Chopin,validation,,Preludes_Opus_28_3
202,Chopin,testing,,Preludes_Opus_28_4
203,Chopin,training,,Preludes_Opus_28_5
204,Chopin,validation,,Preludes_Opus_28_6
205,Chopin,training,,Preludes_Opus_28_7
206,Chopin,validation,,Preludes_Opus_28_8
207,Chopin,training,,Preludes_Opus_28_9
208,Chopin,training,,Preludes_Opus_28_10
209,Chopin,training,,Preludes_Opus_28_11
210,Chopin,training,,Preludes_Opus_28_12
211,Chopin,training,,Preludes_Opus_28_13
212,Chopin,testing,,Preludes_Opus_28_14
213,Chopin,testing,,Preludes_Opus_28_15
214,Chopin,training,,Preludes_Opus_28_16
215,Chopin,training,,Preludes_Opus_28_17
216,Chopin,training,,Preludes_Opus_28_18
217,Chopin,testing,,Preludes_Opus_28_19
218,Chopin,training,,Preludes_Opus_28_20
219,Chopin,training,,Preludes_Opus_28_21
220,Chopin,training,,Preludes_Opus_28_22
221,Chopin,training,,Preludes_Opus_28_23
222,Chopin,training,,Preludes_Opus_28_24
223,Chopin,training,Polonaises_53,Polonaise_Ab_major_Opus_53
224,Chopin,training,Scherzos_20,
225,Chopin,training,Scherzos_31,Scherzo_Bb_minor_Opus_31
226,Chopin,validation,Scherzos_39,
227,Chopin,testing,,4_Mazurkas_Opus_33_2
228,Chopin,training,,4_Mazurkas_Opus_33_4
229,Chopin,testing,Sonata_2_1st,Piano_sonata_No.2_Bb_minor_Opus_35_1
230,Chopin,validation,Sonata_2_2nd,Piano_sonata_No.2_Bb_minor_Opus_35_2
231,Chopin,training,Sonata_2_3rd,Piano_sonata_No.2_Bb_minor_Opus_35_3
232,Chopin,validation,Sonata_2_4th,Piano_sonata_No.2_Bb_minor_Opus_35_4
233,Chopin,training,Sonata_3_2nd,
234,Chopin,training,Sonata_3_3rd,
235,Chopin,training,Sonata_3_4th,
236,Chopin,testing,,Fantaisie_Impromptu_Opus_66
237,Clementi,training,,Sonatina_Opus_36_1_1
238,Clementi,training,,Sonatina_Opus_36_1_2
239,Clementi,training,,Sonatina_Opus_36_1_3
240,Clementi,training,,Sonatina_Opus_36_2_1
241,Clementi,training,,Sonatina_Opus_36_2_2
242,Clementi,training,,Sonatina_Opus_36_2_3
243,Clementi,training,,Sonatina_Opus_36_3_1
244,Clementi,training,,Sonatina_Opus_36_3_2
245,Clementi,validation,,Sonatina_Opus_36_3_3
246,Clementi,training,,Sonatina_Opus_36_4_1
247,Clementi,training,,Sonatina_Opus_36_4_2
248,Clementi,training,,Sonatina_Opus_36_4_3
249,Clementi,training,,Sonatina_Opus_36_5_1
250,Clementi,training,,Sonatina_Opus_36_5_2
251,Clementi,validation,,Sonatina_Opus_36_5_3
252,Clementi,training,,Sonatina_Opus_36_6_1
253,Clementi,training,,Sonatina_Opus_36_6_2
254,Debussy,training,Images_Book_1_1_Reflets_dans_lEau,
255,Debussy,training,Pour_le_Piano_1,
256,Debussy,validation,,Suite_bergamasque_Prelude
257,Debussy,testing,,Suite_bergamasque_Menuet
258,Debussy,testing,,Suite_bergamasque_Clair_de_Lune
259,Debussy,training,,Suite_bergamasque_Passepied
260,Debussy,training,,Children's_Corner_I._Doctor_Gradus_ad_Parnassum
261,Debussy,training,,Children's_Corner_Jimbo's_Lullaby
262,Debussy,training,,Children's_Corner_Serenade_of_the_Doll
263,Debussy,training,,Children's_Corner_The_snow_is_dancing
264,Debussy,training,,Children's_Corner_The_little_Shepherd
265,Debussy,training,,Children's_Corner_Golli's_cake_walk
266,Glinka,training,The_Lark,
267,Godowsky,training,,53_Studies_on_Etudes_on_Frederic_Chopin
268,Godowsky,training,,Transcription_Albeniz_Tango
269,Granados,training,,Danzas_espanolas_2_Oriental
270,Granados,training,,Danzas_espanolas_3_Zarabanda
271,Granados,training,,Danzas_espanolas_4_Villanesca
272,Grieg,training,,Lyric_Pieces_Book_I_Opus_12_2_Valse
273,Grieg,training,,Lyric_Pieces_Book_I_Opus_12_3_Watchman's
274,Grieg,training,,Lyric_Pieces_Book_I_Opus_12_4_Fairy_Dance
275,Grieg,validation,,Lyric_Pieces_Book_II_Opus_38_1_Berceuse
276,Grieg,training,,Lyric_Pieces_Book_II_Opus_38_4_Halling
277,Grieg,testing,,Lyric_Pieces_Book_III_Opus_43_1_Butterfly
278,Grieg,training,,Lyric_Pieces_Book_III_Opus_43_2_Solitary_Traveller
279,Grieg,training,,Lyric_Pieces_Book_III_Opus_43_4_Little_Bird
280,Grieg,training,,Lyric_Pieces_Book_III_Opus_43_6_To_Spring
281,Grieg,training,,Lyric_Pieces_Book_IV_Opus_47_2_Album_Leaf
282,Grieg,training,,Lyric_Pieces_Book_V_Opus_54_2_Norwegian_March
283,Grieg,validation,,Lyric_Pieces_Book_V_Opus_54_3_March_of_the_Dwarfs
284,Grieg,training,,Lyric_Pieces_Book_VII_Opus_62_4_Brooklet
285,Grieg,training,,Lyric_Pieces_Book_VIII_Opus_65_6_Wedding_day_at_Troldhaugen
286,Grieg,training,,Lyric_Pieces_Book_X_Opus_71_1_Once_upon_a_Time
287,Grieg,testing,,Lyric_Pieces_Book_X_Opus_71_3_Puck
288,Haydn,training,Keyboard_Sonatas_31-1,
289,Haydn,training,Keyboard_Sonatas_32-1,
290,Haydn,training,,Piano_Sonata_in_D_major_Hoboken_XVI_33_1
291,Haydn,validation,,Piano_Sonata_in_D_major_Hoboken_XVI_33_2
292,Haydn,training,,Piano_Sonata_in_D_major_Hoboken_XVI_33_3
293,Haydn,validation,,Piano_Sonata_in_C_major_Hoboken_XVI_35_1
294,Haydn,training,,Piano_Sonata_in_C_major_Hoboken_XVI_35_2
295,Haydn,training,,Piano_Sonata_in_C_major_Hoboken_XVI_35_3
296,Haydn,validation,Keyboard_Sonatas_39-1,
297,Haydn,training,Keyboard_Sonatas_39-2,
298,Haydn,training,Keyboard_Sonatas_39-3,
299,Haydn,training,,Piano_Sonata_in_G_major_Hoboken_XVI_40_1
300,Haydn,training,,Piano_Sonata_in_G_major_Hoboken_XVI_40_2
301,Haydn,training,,Piano_Sonata_in_Ab_major_Hoboken_XVI_43_1
302,Haydn,training,,Piano_Sonata_in_Ab_major_Hoboken_XVI_43_2
303,Haydn,training,,Piano_Sonata_in_Ab_major_Hoboken_XVI_43_3
304,Haydn,training,Keyboard_Sonatas_46-1,
305,Haydn,training,Keyboard_Sonatas_48-1,
306,Haydn,training,Keyboard_Sonatas_48-2,
307,Haydn,training,Keyboard_Sonatas_49-1,
308,Haydn,training,Keyboard_Sonatas_50-1,
309,Haydn,training,Keyboard_Sonatas_6-1,
310,Haydn,training,,Piano_Sonata_in_C_major_Hoboken_XVI_7_1
311,Haydn,training,,Piano_Sonata_in_C_major_Hoboken_XVI_7_2
312,Haydn,training,,Piano_Sonata_in_C_major_Hoboken_XVI_7_3
313,Haydn,training,,Piano_Sonata_in_G_major_Hoboken_XVI_8_1
314,Haydn,training,,Piano_Sonata_in_G_major_Hoboken_XVI_8_2
315,Haydn,training,,Piano_Sonata_in_G_major_Hoboken_XVI_8_3
316,Haydn,training,,Piano_Sonata_in_G_major_Hoboken_XVI_8_4
317,Haydn,training,,Piano_Sonata_in_F_major_Hoboken_XVI_9_1
318,Haydn,training,,Piano_Sonata_in_F_major_Hoboken_XVI_9_2
319,Haydn,training,,Piano_Sonata_in_F_major_Hoboken_XVI_9_3
320,Liszt,training,,Reminiscences_de_Don_Juan
321,Liszt,validation,,Love_dreams_3
322,Liszt,training,Annees_de_pelerinage_2_1_Gondoliera,
323,Liszt,training,Ballade_2,
324,Liszt,training,Concert_Etude_S145_1,
325,Liszt,training,Concert_Etude_S145_2,
326,Liszt,training,,Grandes_Etudes_de_Paganini_1
327,Liszt,validation,,Grandes_Etudes_de_Paganini_2
328,Liszt,training,Gran_Etudes_de_Paganini_2_La_campanella,Grandes_Etudes_de_Paganini_3_La_campanella
329,Liszt,training,,Grandes_Etudes_de_Paganini_4
330,Liszt,validation,,Grandes_Etudes_de_Paganini_5
331,Liszt,testing,Gran_Etudes_de_Paganini_6_Theme_and_Variations,Grandes_Etudes_de_Paganini_6
332,Liszt,training,,19_Hungarian_Rhapsodies_10
333,Liszt,testing,,19_Hungarian_Rhapsodies_12
334,Liszt,training,,19_Hungarian_Rhapsodies_15_Rakoczy_March
335,Liszt,testing,,19_Hungarian_Rhapsodies_2
336,Liszt,training,Hungarian_Rhapsodies_6,
337,Liszt,testing,,19_Hungarian_Rhapsodies_9_Carnival_in_Pest
338,Liszt,training,Mephisto_Waltz,
339,Liszt,training,Sonata,
340,Liszt,training,Transcendental_Etudes_1,
341,Liszt,validation,Transcendental_Etudes_10,
342,Liszt,training,Transcendental_Etudes_11,
343,Liszt,testing,Transcendental_Etudes_3,
344,Liszt,training,Transcendental_Etudes_4,Etudes_d'execution_transcendante_4_Mazeppa
345,Liszt,testing,Transcendental_Etudes_5,Etudes_d'execution_transcendante_5_Feux_Follets
346,Liszt,training,,Etudes_d'execution_transcendante_8_Wild_Hunt
347,Liszt,training,Transcendental_Etudes_9,
348,Mendelssohn,training,,Songs_withoug_Words_Book_1_Opus_19_1
349,Mendelssohn,training,,Songs_withoug_Words_Book_1_Opus_19_2
350,Mendelssohn,validation,,Songs_withoug_Words_Book_1_Opus_19_3
351,Mendelssohn,training,,Songs_withoug_Words_Book_1_Opus_19_4
352,Mendelssohn,validation,,Songs_withoug_Words_Book_1_Opus_19_5
353,Mendelssohn,validation,,Songs_withoug_Words_Book_1_Opus_19_6_Venetian_Gondola_Song
354,Mendelssohn,training,,Songs_withoug_Words_Book_2_Opus_30_1
355,Mendelssohn,training,,Songs_withoug_Words_Book_2_Opus_30_2
356,Mendelssohn,training,,Songs_withoug_Words_Book_2_Opus_30_3
357,Mendelssohn,training,,Songs_withoug_Words_Book_2_Opus_30_4
358,Mendelssohn,training,,Songs_withoug_Words_Book_2_Opus_30_5
359,Mendelssohn,training,,Songs_withoug_Words_Book_4_Opus_53_5_Folk_song
360,Mendelssohn,validation,,Songs_withoug_Words_Book_5_Opus_62_3_Funeral_march
361,Mendelssohn,validation,,Songs_withoug_Words_Book_5_Opus_62_4_Morning_Song
362,Mendelssohn,testing,,Songs_withoug_Words_Book_5_Opus_62_5_Venetian_Gondola_Song
363,Moszkowski,training,,Etincelles_Opus_36_6
364,Mozart,training,Fantasie_475,
365,Mozart,testing,,Sonata_No.8_D_major_KV_311_1
366,Mozart,training,,Sonata_No.8_D_major_KV_311_2
367,Mozart,training,,Sonata_No.8_D_major_KV_311_3
368,Mozart,training,,Sonata_No.10_C_major_KV_330_1
369,Mozart,training,,Sonata_No.10_C_major_KV_330_2
370,Mozart,training,,Sonata_No.10_C_major_KV_330_3
371,Mozart,training,,Sonata_No.11_A_major_KV_331_1
372,Mozart,testing,,Sonata_No.11_A_major_KV_331_2
373,Mozart,testing,Piano_Sonatas_11-3,Sonata_No.11_A_major_KV_331_3_Alla_Turca
374,Mozart,training,Piano_Sonatas_12-1,Sonata_No.12_F_major_KV_332_1
375,Mozart,testing,Piano_Sonatas_12-2,Sonata_No.12_F_major_KV_332_2
376,Mozart,training,Piano_Sonatas_12-3,Sonata_No.12_F_major_KV_332_3
377,Mozart,training,,Sonata_No.13_Bb_major_KV_333_1
378,Mozart,testing,,Sonata_No.13_Bb_major_KV_333_2
379,Mozart,testing,,Sonata_No.13_Bb_major_KV_333_3
380,Mozart,training,,Sonata_No.16_C_major_Sonata_facile_KV_545_1
381,Mozart,training,,Sonata_No.16_C_major_Sonata_facile_KV_545_2
382,Mozart,testing,,Sonata_No.16_C_major_Sonata_facile_KV_545_3
383,Mozart,testing,,Sonata_No.17_Bb_major_KV_570_1
384,Mozart,training,,Sonata_No.17_Bb_major_KV_570_2
385,Mozart,training,,Sonata_No.17_Bb_major_KV_570_3
386,Mozart,training,Piano_Sonatas_8-1,
387,Mussorgsky,testing,,Pictures_at_an_Exhibition_Promenade_Gnomus
388,Mussorgsky,training,,Pictures_at_an_Exhibition_Promenade_Ilvecchio_Castello
389,Mussorgsky,training,,Pictures_at_an_Exhibition_Promenade_The_Tuileries
390,Mussorgsky,training,,Pictures_at_an_Exhibition_Bydlo
391,Mussorgsky,training,,Pictures_at_an_Exhibition_Promenade_Ballet_of_the_Unhatched_Chickens
392,Mussorgsky,training,,Pictures_at_an_Exhibition_Samuel_Goldenberg_and_Schmuyle
393,Mussorgsky,training,,Pictures_at_an_Exhibition_Promenade_The_Market_Place_of_Limoges_Catacombae_Con_mortuis_in_Lingua_mortua
394,Mussorgsky,training,,Pictures_at_an_Exhibition_The_Hut_on_Chicken's_Legs_Baba-Yaga_The_Great_Gate_of_Kiev
395,Prokofiev,training,Toccata,
396,Rachmaninoff,validation,,Prelude_C#_minor_Opus_3_2
397,Rachmaninoff,training,,10_Preludes_Opus_23_2
398,Rachmaninoff,training,,10_Preludes_Opus_23_3
399,Rachmaninoff,training,Preludes_op_23_4,
400,Rachmaninoff,training,,10_Preludes_Opus_23_5
401,Rachmaninoff,training,Preludes_op_23_6,
402,Rachmaninoff,training,,10_Preludes_Opus_23_7
403,Rachmaninoff,training,,13_Preludes_Opus_32_1
404,Rachmaninoff,training,Preludes_op_32_10,
405,Rachmaninoff,training,,13_Preludes_Opus_32_13
406,Rachmaninoff,training,Preludes_op_32_5,
407,Rachmaninoff,training,,8_Etudes-tableaux_Opus_33_5
408,Rachmaninoff,training,,8_Etudes-tableaux_Opus_33_6
409,Rachmaninoff,training,,8_Etudes-tableaux_Opus_33_8
410,Ravel,training,,Jeux_D'eau
411,Ravel,training,Gaspard_de_la_Nuit_1_Ondine,Gaspard_de_la_Uuit_Ondine
412,Ravel,training,,Gaspard_de_la_Uuit_Le_Gibet
413,Ravel,training,,Gaspard_de_la_Uuit_Scarbo
414,Ravel,training,,Miroirs_Noctuelles
415,Ravel,validation,Miroirs_3_Une_Barque,
416,Ravel,training,Miroirs_4_Alborada_del_gracioso,
417,Ravel,training,Pavane,
418,Schubert,testing,Impromptu_op.90_D.899_1,4_Impromptus_D_899_Opus_90_1
419,Schubert,training,Impromptu_op.90_D.899_2,4_Impromptus_D_899_Opus_90_2
420,Schubert,validation,Impromptu_op.90_D.899_3,4_Impromptus_D_899_Opus_90_3
421,Schubert,training,Impromptu_op.90_D.899_4,4_Impromptus_D_899_Opus_90_4
422,Schubert,training,Impromptu_op142_1,4_Impromptus_D_935_Opus_posth_142_1
423,Schubert,validation,,4_Impromptus_D_935_Opus_posth_142_2
424,Schubert,testing,Impromptu_op142_3,4_Impromptus_D_935_Opus_posth_142_3
425,Schubert,training,,4_Impromptus_D_935_Opus_posth_142_4
426,Schubert,testing,Moment_Musical_no_1,6_Moments_musicaux_D_780_Opus_94_1
427,Schubert,training,,6_Moments_musicaux_D_780_Opus_94_2
428,Schubert,training,Moment_musical_no_3,6_Moments_musicaux_D_780_Opus_94_3
429,Schubert,training,,6_Moments_musicaux_D_780_Opus_94_4
430,Schubert,training,,6_Moments_musicaux_D_780_Opus_94_5
431,Schubert,training,,6_Moments_musicaux_D_780_Opus_94_6
432,Schubert,training,,Piano_Sonata_in_D_major_D_850_Opus_53_1
433,Schubert,training,,Piano_Sonata_in_D_major_D_850_Opus_53_2
434,Schubert,training,,Piano_Sonata_in_D_major_D_850_Opus_53_3
435,Schubert,training,,Piano_Sonata_in_D_major_D_850_Opus_53_4
436,Schubert,testing,,Piano_Sonata_in_A_minor_D_784_Opus_143_1
437,Schubert,training,,Piano_Sonata_in_A_minor_D_784_Opus_143_2
438,Schubert,testing,,Piano_Sonata_in_A_minor_D_784_Opus_143_3
439,Schubert,training,,Piano_Sonata_in_Bb_major_D_960_1
440,Schubert,training,,Piano_Sonata_in_Bb_major_D_960_2
441,Schubert,training,,Piano_Sonata_in_Bb_major_D_960_3
442,Schubert,training,,Piano_Sonata_in_Bb_major_D_960_4
443,Schubert,validation,Piano_Sonatas_664-1,
444,Schubert,training,Piano_Sonatas_664-2,
445,Schubert,training,Piano_Sonatas_664-3,
446,Schubert,training,Piano_Sonatas_894-2,
447,Schubert,training,Wanderer_fantasie,Fantasia_C_major_Wanderer_D_760_Opus_15_1
448,Schubert,training,,Fantasia_C_major_Wanderer_D_760_Opus_15_2
449,Schubert,testing,,Fantasia_C_major_Wanderer_D_760_Opus_15_3
450,Schubert,training,,Fantasia_C_major_Wanderer_D_760_Opus_15_4
451,Schumann,training,,Abegg_Variations_Opus_1_Thema_Var_I_II_III_Finale_alla_Fantasia
452,Schumann,training,Arabeske,
453,Schumann,training,,Scenes_From_Childhood_Opus_15_1_A_Tale_of_Distant_Lands
454,Schumann,training,,Scenes_From_Childhood_Opus_15_2_Curious_Story
455,Schumann,training,,Scenes_From_Childhood_Opus_15_3_Blindman's_Buff
456,Schumann,training,,Scenes_From_Childhood_Opus_15_4_Pleading_Child
